suburb,address,property_type,method,seller,distance,postcode,sale_date,buy_price,bedrooms,bathrooms,carspaces,landsize,year_built,latitude,longitude
Newport,14 Breadalbane Pl,h,SP,Williams,8.4,3015,2017-05-20,1410000,3,2,2,315,,-37.8496,144.8868
Newport,33 Bunbury St,h,S,Jas,8.4,3015,2017-05-20,1700000,1,1,0,622,,-37.8497,144.8903
Newport,139 Blackshaws Rd,h,S,Sweeney,8.4,3015,2017-04-22,956000,4,2,4,540,1970,-37.8339,144.8716
Newport,21 Junction St,h,SP,Jas,8.4,3015,2017-04-22,1215000,2,1,2,482,,-37.8358,144.8803
Newport,2 Maddox Rd,h,SP,Jas,8.4,3015,2017-04-22,828000,3,1,2,459,,-37.8415,144.8698
Newport,74 Oxford St,h,S,Greg,8.4,3015,2017-04-22,1650000,4,1,4,837,1930,-37.837,144.8772
Newport,74 Alma Tce,h,S,Williams,8.4,3015,2017-04-29,2337000,4,2,3,580,1890,-37.8477,144.8903
Newport,11 Challis St,h,S,Jas,8.4,3015,2017-04-29,1370000,3,1,3,752,,-37.8481,144.8721
Newport,1 Elphin St,h,S,Jas,8.4,3015,2017-04-29,1070000,2,1,3,480,,-37.8431,144.8919
Newport,63 Hobson St,h,SP,Raine,8.4,3015,2017-04-29,1075000,3,1,0,452,1950,-37.8402,144.8886
Newport,16 Thorpe St,h,PI,Sweeney,8.4,3015,2017-04-29,1100000,3,1,6,761,,-37.8464,144.865
Niddrie,30 Carrington Rd,h,S,Brad,11.2,3042,2017-05-06,1312000,3,1,1,650,,-37.7375,144.8885
Niddrie,13 George St,h,S,Nelson,11.2,3042,2017-05-06,960000,3,1,2,626,,-37.7421,144.8851
Niddrie,13 Haldane Rd,h,S,Purplebricks,11.2,3042,2017-05-06,935000,3,1,2,657,,-37.7356,144.8859
Niddrie,21 Ryder St,h,S,Barry,11.2,3042,2017-04-08,810000,3,2,1,297,1955,-37.738,144.8865
Niddrie,60 Teague St,h,S,Brad,11.2,3042,2017-04-08,1200000,3,1,1,650,,-37.7436,144.8856
Niddrie,24 The Avenue,h,PI,Barry,11.2,3042,2017-04-08,850000,3,2,2,795,,-37.736,144.8771
Niddrie,59 Hoffmans Rd,h,S,Barry,11.2,3042,2017-05-13,944000,3,1,2,597,,-37.7473,144.8905
Niddrie,2/34 Haldane Rd,u,VB,Barry,11.2,3042,2017-05-20,510000,2,1,1,167,2013,-37.7343,144.8824
Niddrie,4/503 Keilor Rd,u,PI,Nelson,11.2,3042,2017-05-20,325000,1,1,1,710,2015,-37.7355,144.8874
Niddrie,1/79 Coghlan St,t,PI,Barry,11.2,3042,2017-04-29,800000,3,2,2,202,2015,-37.7418,144.8833
Niddrie,13 Hotham Rd,h,PI,Barry,11.2,3042,2017-04-29,1450000,3,1,1,650,,-37.7368,144.8886
Niddrie,204/4 Hotham Rd,u,SP,Nelson,11.2,3042,2017-04-29,500000,3,1,1,1218,2012,-37.736,144.8886
Niddrie,20 Rutland St,h,S,Barry,11.2,3042,2017-04-29,1405000,1,1,0,649,,-37.7356,144.8799
Northcote,48 Charles St,h,S,Jellis,5.5,3070,2017-05-06,1343000,2,1,1,263,,-37.777,144.99200000000005
Northcote,12/412 High St,u,SP,McGrath,5.5,3070,2017-05-06,680000,2,2,1,1106,2009,-37.7679,144.9994
Northcote,2/19 Glanfield St,h,S,Barry,5.5,3070,2017-04-08,695000,2,1,1,120,1975,-37.7715,145.0075
Northcote,16/341 Heidelberg Rd,u,VB,McGrath,5.5,3070,2017-04-08,420000,2,1,1,1000,,-37.7836,145.0139
Northcote,50 Herbert St,h,SP,Jellis,5.5,3070,2017-04-08,1300000,3,1,0,191,1915,-37.7717,144.995
Northcote,23A Johnson St,h,PI,Purplebricks,5.5,3070,2017-04-08,995000,2,1,2,228,2004,-37.7634,144.9985
Northcote,157 Bastings St,h,PI,Nelson,5.5,3070,2017-05-13,1750000,5,2,0,406,1900,-37.7751,145.0099
Northcote,118 Westgarth St,h,S,Nelson,5.5,3070,2017-05-13,1822000,4,1,8,728,1900,-37.7825,145.0072
Northcote,6/229 Westgarth St,u,VB,Haughton,5.5,3070,2017-05-13,280000,1,1,1,,1970,-37.7827,145.0113
Northcote,67 Charles St,h,SP,Jellis,5.5,3070,2017-05-20,1100000,2,1,1,189,,-37.7767,144.9924
Northcote,3 Northcote St,h,SP,Nelson,5.5,3070,2017-05-20,1610000,3,2,1,411,,-37.7744,145.0077
Northcote,198 Victoria Rd,h,PI,LITTLE,5.5,3070,2017-05-20,970000,2,1,1,326,,-37.7681,145.0119
Northcote,39 Victoria Rd,h,S,McGrath,5.5,3070,2017-05-20,970000,2,2,1,173,,-37.7806,145.0097
Northcote,21 Mitchell St,h,S,McGrath,5.5,3070,2017-04-22,2990000,4,1,2,557,,-37.7721,145.0004
Northcote,133 Beavers Rd,h,S,Jellis,5.5,3070,2017-04-29,1050000,2,1,1,181,1925,-37.7659,144.9903
Northcote,12 Ellesmere St,h,S,Nelson,5.5,3070,2017-04-29,1290000,2,1,0,259,,-37.7741,145.0073
Northcote,16/341 Heidelberg Rd,u,S,McGrath,5.5,3070,2017-04-29,471250,2,1,1,1000,,-37.7836,145.0139
Northcote,99 Kellett St,h,S,Ray,5.5,3070,2017-04-29,1235000,3,1,1,534,1960,-37.7677,145.0142
Oak Park,15 Kiama St,t,S,Nelson,11.5,3046,2017-05-06,600000,2,1,1,161,2015,-37.712,144.9175
Oak Park,1 Ash Gr,h,S,Considine,11.5,3046,2017-04-08,955000,3,1,2,690,1950,-37.7167,144.9127
Oak Park,6 The Avenue,u,SP,Barry,11.5,3046,2017-04-08,601000,3,1,2,220,1990,-37.7131,144.9091
Oak Park,126A Winifred St,h,SP,Eview,11.5,3046,2017-04-08,755000,3,2,1,341,2003,-37.7166,144.9104
Oak Park,220 Waterloo Rd,h,VB,Stockdale,11.5,3046,2017-05-13,1400000,3,1,3,730,,-37.7167,144.9216
Oak Park,10 Magnolia St,h,S,Brad,11.5,3046,2017-05-20,1005000,5,3,2,647,,-37.719,144.9254
Oak Park,7 Ridge Rd,h,PI,Jellis,11.5,3046,2017-05-20,860000,4,2,2,301,,-37.7149,144.9153
Oak Park,11 Xavier St,h,S,Eview,11.5,3046,2017-05-20,1306000,5,3,3,700,,-37.7206,144.9194
Oak Park,19A Cardinal Rd,h,S,Frank,11.5,3046,2017-04-29,1250000,4,2,3,568,,-37.7136,144.92700000000005
Oak Park,3/21 Lex Gr,u,S,Nelson,11.5,3046,2017-04-29,648000,3,1,1,,1998,-37.7188,144.9243
Oakleigh,101 Atkinson St,h,S,Barry,14.0,3166,2017-04-08,2525000,4,2,0,1143,,-37.8952,145.0928
Oakleigh,12 Watsonia St,h,S,Woodards,14.0,3166,2017-04-08,1615000,4,2,2,537,1920,-37.91,145.096
Oakleigh,1/1438 Dandenong Rd,u,PI,Ray,14.0,3166,2017-05-13,655000,3,1,2,160,1970,-37.8946,145.0944
Oakleigh,24 Gadd St,h,S,Ray,14.0,3166,2017-05-13,1351000,5,3,2,707,1955,-37.9098,145.097
Oakleigh,36 Westgate St,h,S,buyMyplace,14.0,3166,2017-05-13,1205000,3,2,1,570,,-37.9066,145.0869
Oakleigh,4 Mead Ct,h,S,Ray,14.0,3166,2017-05-20,676000,2,1,2,257,,-37.9067,145.0921
Oakleigh,7 Hilbert Ct,h,S,Ray,14.0,3166,2017-04-22,1145000,4,2,2,538,,-37.895,145.1014
Oakleigh,141 Atherton Rd,h,PI,Ray,14.0,3166,2017-04-29,1600000,4,3,4,691,1950,-37.8999,145.0993
Oakleigh,110 Atkinson St,h,S,Woodards,14.0,3166,2017-04-29,1840000,4,2,2,598,1900,-37.898,145.0928
Ormond,265 Tucker Rd,h,S,Buxton,11.8,3204,2017-05-06,1300000,3,2,2,670,1927,-37.9067,145.053
Ormond,39 Draper St,h,S,Buxton,11.8,3204,2017-04-08,2250000,5,2,2,699,1925,-37.908,145.0502
Ormond,6/16 Walsh St,u,S,Woodards,11.8,3204,2017-04-08,437500,2,1,1,,1970,-37.9023,145.0461
Ormond,2/1 Lillimur Rd,u,S,hockingstuart,11.8,3204,2017-05-13,960000,3,2,2,199,1995,-37.9034,145.0409
Ormond,688 North Rd,h,S,Buxton,11.8,3204,2017-05-13,1486000,4,2,1,618,,-37.9051,145.0473
Ormond,286 Tucker Rd,t,S,Buxton,11.8,3204,2017-05-20,1425000,4,2,2,314,2000,-37.9084,145.0532
Ormond,3/10 Ormond Rd,u,PI,Ray,11.8,3204,2017-04-29,311500,1,1,1,,,-37.9032,145.0455
Parkville,13/54 The Avenue,u,S,Nelson,2.6,3052,2017-05-06,835000,3,1,1,,1978,-37.7867,144.9572
Parkville,21 Morrah St,h,S,Collins,2.6,3052,2017-05-13,3970000,4,3,1,289,,-37.7959,144.9569
Parkville,55 Park Dr,h,S,Collins,2.6,3052,2017-05-20,2790000,3,2,1,180,1890,-37.7961,144.9538
Pascoe Vale,62 Devon Rd,h,S,Nelson,9.9,3044,2017-05-06,755000,3,2,2,294,1950,-37.7215,144.9251
Pascoe Vale,4 Dixon St,h,PI,Nelson,9.9,3044,2017-05-06,750000,2,1,2,531,,-37.7189,144.9508
Pascoe Vale,2 Ann St,h,S,Nelson,9.9,3044,2017-04-08,999000,2,1,1,587,1920,-37.7306,144.9357
Pascoe Vale,8 Braeside St,h,SP,Nelson,9.9,3044,2017-04-08,800000,3,1,0,793,,-37.7182,144.9506
Pascoe Vale,115 Derby St,h,S,Nelson,9.9,3044,2017-04-08,800000,4,1,1,593,1970,-37.7278,144.9463
Pascoe Vale,147 Derby St,h,SP,Brad,9.9,3044,2017-04-08,806000,3,1,1,488,,-37.7253,144.9467
Pascoe Vale,9 Bawden Ct,h,S,Nelson,9.9,3044,2017-05-13,770000,4,1,2,596,1960,-37.7195,144.9456
Pascoe Vale,3/238 Cumberland Rd,u,S,Brad,9.9,3044,2017-05-13,496000,2,1,1,136,,-37.7218,144.9406
Pascoe Vale,1/142 Derby St,h,S,YPA,9.9,3044,2017-05-13,585000,3,1,1,,2000,-37.7243,144.9473
Pascoe Vale,1/29 Devon Rd,t,VB,Nelson,9.9,3044,2017-05-13,540000,2,1,2,240,,-37.7217,144.924
Pascoe Vale,5 Sims St,h,S,hockingstuart,9.9,3044,2017-05-13,708000,3,1,2,321,1950,-37.7242,144.9424
Pascoe Vale,7/26 Snell Gr,u,SP,Nelson,9.9,3044,2017-05-13,497000,2,1,1,123,1970,-37.7181,144.9322
Pascoe Vale,6 Wicklow St,h,S,Brad,9.9,3044,2017-05-13,800000,3,1,2,506,,-37.7187,144.9433
Pascoe Vale,8 Ann St,h,S,Nelson,9.9,3044,2017-05-20,1395000,4,3,4,590,,-37.7302,144.9357
Pascoe Vale,10/43 Arndt Rd,u,S,hockingstuart,9.9,3044,2017-05-20,427500,2,1,1,134,1988,-37.7216,144.9292
Pascoe Vale,5/137 Northumberland Rd,t,S,Nelson,9.9,3044,2017-05-20,560000,3,2,1,141,2009,-37.7177,144.9328
Pascoe Vale,24 Bolingbroke St,h,PI,Brad,9.9,3044,2017-04-22,1410000,5,3,4,1004,,-37.7321,144.9353
Pascoe Vale,2A Bolingbroke St,t,S,Brad,9.9,3044,2017-04-22,520000,2,1,1,,2011,-37.7324,144.9377
Pascoe Vale,12 Irma Gr,h,S,Brad,9.9,3044,2017-04-22,1017500,3,1,1,620,,-37.7303,144.9445
Pascoe Vale,24 Windsor St,h,S,D'Aprano,9.9,3044,2017-04-22,910000,2,1,3,602,,-37.724,144.9447
Pascoe Vale,16 Hayes Pde,h,S,Nelson,9.9,3044,2017-04-29,958000,5,2,2,706,1950,-37.7328,144.9281
Pascoe Vale,20 Snell Gr,h,PI,Brad,9.9,3044,2017-04-29,770000,3,1,1,603,,-37.7186,144.9318
Port Melbourne,281 Esplanade East,h,S,Marshall,3.8,3207,2017-05-06,1400000,3,3,0,92,1910,-37.8368,144.9463
Port Melbourne,317/99 Dow St,u,VB,Buxton,3.8,3207,2017-04-08,520000,2,1,1,2166,2012,-37.8415,144.9412
Port Melbourne,342 Howe Pde,h,S,Greg,3.8,3207,2017-04-08,1332000,2,1,2,288,,-37.8366,144.923
Port Melbourne,301/115 Nott St,h,S,Greg,3.8,3207,2017-04-08,801000,2,2,1,,2012,-37.84,144.939
Port Melbourne,203 Station St,h,S,Greg,3.8,3207,2017-04-08,2400000,3,2,2,368,1880,-37.8323,144.9463
Port Melbourne,204/52 Nott St,u,S,Biggin,3.8,3207,2017-05-13,575000,2,1,1,7159,2008,-37.841,144.9386
Port Melbourne,102/159 Beach St,u,S,hockingstuart,3.8,3207,2017-04-22,950000,2,2,1,98,2005,-37.8392,144.9257
Port Melbourne,205/88 Dow St,u,SP,Buxton,3.8,3207,2017-04-22,730000,2,1,1,,,-37.842,144.9413
Port Melbourne,108/40 Beach St,u,S,RT,3.8,3207,2017-04-29,1110000,2,2,1,,,-37.8427,144.9378
Port Melbourne,9/23 Beaconsfield Pde,u,S,Greg,3.8,3207,2017-04-29,2250000,2,2,2,,,-37.8444,144.9421
Port Melbourne,130 Clark St,h,S,Marshall,3.8,3207,2017-04-29,2700000,4,3,2,317,1900,-37.8346,144.9358
Port Melbourne,205 Clark St,h,S,hockingstuart,3.8,3207,2017-04-29,1375000,4,1,1,190,,-37.833,144.9377
Port Melbourne,205/15 Pickles St,u,VB,hockingstuart,3.8,3207,2017-04-29,600000,2,1,1,,2005,-37.8443,144.9442
Port Melbourne,55/4 Seisman Pl,u,S,Buxton,3.8,3207,2017-04-29,1030000,2,2,2,21715,2005,-37.8424,144.9449
Prahran,47 Wrights Tce,h,PI,Jellis,4.5,3181,2017-05-06,1251000,3,1,0,195,,-37.851,145.0055
Prahran,111 Chomley St,h,SP,Gary,4.5,3181,2017-04-08,1305000,2,1,1,210,,-37.8551,145.0058
Prahran,208/11 Hillingdon Pl,u,S,Biggin,4.5,3181,2017-04-08,550000,1,1,1,,1900,-37.8516,144.9943
Prahran,303/10 Hillingdon Pl,u,S,Gary,4.5,3181,2017-05-13,645000,2,1,1,2842,1920,-37.8513,144.9943
Prahran,7/72 Williams Rd,u,SP,Thomson,4.5,3181,2017-05-13,550000,2,1,1,72,1976,-37.8542,145.0024
Prahran,12/28 Wynnstay Rd,u,PI,Thomson,4.5,3181,2017-05-13,410000,1,1,1,,,-37.8529,145.0103
Prahran,101/323 Dandenong Rd,u,S,McGrath,4.5,3181,2017-05-20,690000,2,2,2,1146,,-37.8597,145.0093
Prahran,4/605 High St,u,S,hockingstuart,4.5,3181,2017-05-20,630000,2,1,1,,1970,-37.8538,145.0088
Prahran,18/61 High St,u,S,hockingstuart,4.5,3181,2017-05-20,685000,2,1,1,8220,1965,-37.8508,144.9874
Prahran,4/38 Porter St,u,S,Gary,4.5,3181,2017-05-20,570000,2,1,1,479,,-37.8489,144.9903
Prahran,44 Spring St,h,PI,hockingstuart,4.5,3181,2017-04-22,860000,1,1,0,108,1905,-37.8508,145.0051
Prahran,277 Dandenong Rd,h,PI,Buxton,4.5,3181,2017-04-29,880000,3,1,0,249,,-37.859,145.0038
Prahran,205/201 High St,u,VB,hockingstuart,4.5,3181,2017-04-29,475000,2,1,1,,,-37.8519,144.9948
Prahran,26/670 Malvern Rd,u,S,Jellis,4.5,3181,2017-04-29,888000,2,1,1,,,-37.849,145.0088
Preston,502/49 Plenty Rd,u,SP,Raine,8.8,3072,2017-05-06,413000,2,1,1,,2009,-37.7499,145.0031
Preston,14 West St,h,S,Barry,8.8,3072,2017-05-06,1190000,3,2,2,572,1935,-37.736,145.0033
Preston,2 Bruce St,h,PI,McGrath,8.8,3072,2017-04-08,2000000,2,1,2,465,,-37.7424,145.0026
Preston,4 Devon St,h,S,Nelson,8.8,3072,2017-04-08,1045000,3,1,2,513,,-37.7505,144.991
Preston,7 Leicester St,h,S,Barry,8.8,3072,2017-04-08,1121000,3,2,3,604,1925,-37.7438,144.9971
Preston,2/15 Percival St,u,S,hockingstuart,8.8,3072,2017-04-08,715000,3,1,1,210,1996,-37.7317,145.0083
Preston,263 Tyler St,h,S,RW,8.8,3072,2017-04-08,1200000,4,3,2,466,,-37.731,145.0115
Preston,53 William St,h,S,Nelson,8.8,3072,2017-04-08,917500,3,2,2,472,1965,-37.7336,145.0022
Preston,125 Albert St,h,S,Love,8.8,3072,2017-05-13,770000,4,1,1,494,,-37.7386,145.0234
Preston,31 Benambra St,h,PI,hockingstuart,8.8,3072,2017-05-13,800000,3,2,2,319,1940,-37.7334,144.9873
Preston,3 Carthew Gr,h,S,Nelson,8.8,3072,2017-05-13,1075000,4,1,2,521,1935,-37.7506,144.99
Preston,3 Evelyn St,h,S,Ray,8.8,3072,2017-05-13,1015000,3,2,1,511,,-37.7377,144.9911
Preston,110 Raglan St,t,S,Nelson,8.8,3072,2017-05-13,880000,3,2,2,242,,-37.7506,145.0185
Preston,118 Wood St,h,PI,hockingstuart,8.8,3072,2017-05-13,1020000,3,2,2,670,,-37.7353,145.0232
Preston,33 Grandview Rd,h,VB,Nelson,8.8,3072,2017-05-20,1000000,3,1,3,624,1950,-37.7373,144.9864
Preston,86 Malpas St,h,SP,McGrath,8.8,3072,2017-05-20,1010000,3,0,0,533,,-37.7336,145.0168
Preston,21 Robeson St,h,S,Nelson,8.8,3072,2017-05-20,1110000,4,1,2,556,1935,-37.7489,144.9861
Preston,47 Youngman St,h,VB,Nelson,8.8,3072,2017-05-20,800000,2,1,1,405,,-37.7356,145.0087
Preston,20 Ambon St,h,S,hockingstuart,8.8,3072,2017-04-22,910000,3,1,1,674,1955,-37.7341,145.0275
Preston,12 Belgrove St,h,S,hockingstuart,8.8,3072,2017-04-22,1215000,3,1,1,690,,-37.7452,145.0192
Preston,2 Bruce St,h,SP,McGrath,8.8,3072,2017-04-22,2300000,2,1,2,465,,-37.7424,145.0026
Preston,60 Carlisle St,h,SP,McGrath,8.8,3072,2017-04-22,1108000,2,1,0,258,1940,-37.7521,145.0071
Preston,11 Murphy St,h,S,Nelson,8.8,3072,2017-04-22,801000,3,1,2,620,,-37.7305,144.9856
Preston,227 Wood St,h,S,Nelson,8.8,3072,2017-04-22,1010000,3,1,2,486,,-37.7341,145.0096
Preston,6 Adams St,h,S,RW,8.8,3072,2017-04-29,690000,3,1,2,581,1960,-37.7536,145.0191
Preston,460 Bell St,h,PI,Barry,8.8,3072,2017-04-29,630000,2,1,1,319,1955,-37.7442,144.9958
Preston,39 Malpas St,h,S,Nelson,8.8,3072,2017-04-29,1100000,3,2,4,637,1950,-37.7344,145.0208
Preston,72 McNamara St,h,S,Nelson,8.8,3072,2017-04-29,1055000,3,1,2,575,,-37.7288,144.9849
Preston,1/584 Murray Rd,u,S,Nelson,8.8,3072,2017-04-29,560000,2,1,2,196,,-37.7362,144.9885
Preston,3/152 Tyler St,u,SP,Brad,8.8,3072,2017-04-29,385000,1,1,1,896,2011,-37.7316,145.0201
Reservoir,2 Fordham Rd,h,S,Ray,11.2,3073,2017-05-06,741000,4,1,2,659,,-37.7148,145.019
Reservoir,6 Greenock St,h,S,Barry,11.2,3073,2017-05-06,725000,3,1,1,547,,-37.7039,145.0226
Reservoir,2/144 Hickford St,u,S,Barry,11.2,3073,2017-05-06,615000,3,1,2,320,,-37.7018,145.0134
Reservoir,3/963 High St,u,S,Barry,11.2,3073,2017-05-06,406000,2,1,1,,,-37.7093,145.0083
Reservoir,29 Southernhay St,h,S,Barry,11.2,3073,2017-05-06,1010000,3,1,2,649,,-37.7258,145.0113
Reservoir,83 Whitelaw St,h,S,Love,11.2,3073,2017-05-06,852000,2,1,2,705,,-37.712,145.0205
Reservoir,18 Zinnia St,h,SP,Barry,11.2,3073,2017-05-06,595000,3,1,1,490,1970,-37.7152,144.9817
Reservoir,5 Carson St,h,S,Love,11.2,3073,2017-04-08,665000,3,1,2,874,,-37.6982,145.0043
Reservoir,1/4 Kenilworth St,u,S,Barry,11.2,3073,2017-04-08,631000,3,1,1,267,,-37.714,145.007
Reservoir,11 Mais St,h,S,hockingstuart,11.2,3073,2017-04-08,905000,4,2,2,696,1965,-37.7074,145.0276
Reservoir,33 McMahon Rd,h,S,RW,11.2,3073,2017-04-08,845000,5,2,2,676,1960,-37.7114,145.02100000000004
Reservoir,3/138 Rathcown Rd,t,S,Barry,11.2,3073,2017-04-08,815000,3,2,2,213,2012,-37.7085,145.018
Reservoir,19 Tovey St,h,S,Ray,11.2,3073,2017-04-08,770000,4,3,3,697,1970,-37.701,144.9993
Reservoir,37 Vale St,h,S,Love,11.2,3073,2017-04-08,935000,2,1,1,537,,-37.7269,144.988
Reservoir,22 Wilson Bvd,h,S,Barry,11.2,3073,2017-04-08,610000,3,1,2,435,1960,-37.7054,144.9945
Reservoir,96b Cheddar Rd,h,S,hockingstuart,11.2,3073,2017-05-13,678500,4,1,2,606,,-37.6987,145.0203
Reservoir,1 Delaware St,h,S,Nelson,11.2,3073,2017-05-13,861500,2,1,1,419,1940,-37.721,145.016
Reservoir,21 Henty St,h,SP,Love,11.2,3073,2017-05-13,801000,3,1,1,551,1950,-37.7194,145.0015
Reservoir,72 Henty St,h,S,Barry,11.2,3073,2017-05-13,1150000,4,1,2,928,,-37.7179,144.9908
Reservoir,3 Horton St,h,PI,Barry,11.2,3073,2017-05-13,760000,3,2,2,567,,-37.7236,144.9876
Reservoir,2/6 Merrilands Rd,u,S,Ray,11.2,3073,2017-05-13,490000,2,1,1,143,2009,-37.6955,145.0097
Reservoir,1/74 Miranda Rd,h,S,Love,11.2,3073,2017-05-13,605000,3,1,2,371,1950,-37.7068,145.0193
Reservoir,1/209 Purinuan Rd,t,S,Nelson,11.2,3073,2017-05-13,652000,2,2,2,254,2007,-37.7071,145.0108
Reservoir,1/80 Delaware St,t,S,Ray,11.2,3073,2017-05-20,615000,2,1,1,202,,-37.7199,145.0091
Reservoir,3/80 Delaware St,u,S,Ray,11.2,3073,2017-05-20,407000,1,1,1,108,,-37.7196,145.0092
Reservoir,44 Mendip Rd,h,S,Barry,11.2,3073,2017-05-20,930000,4,1,3,635,,-37.7205,145.0165
Reservoir,1/28 North Rd,t,S,Barry,11.2,3073,2017-05-20,741000,3,2,2,257,,-37.7218,145.0231
Reservoir,2/87 Purinuan Rd,h,PI,Nelson,11.2,3073,2017-05-20,375000,2,1,1,101,1980,-37.7091,145.0259
Reservoir,6 Sedge Ct,h,S,Nelson,11.2,3073,2017-05-20,1005000,4,2,5,768,,-37.6947,144.9851
Reservoir,32 Ayr St,h,SP,RW,11.2,3073,2017-04-22,800000,4,1,4,605,,-37.7051,145.0331
Reservoir,42 Elinda Pl,u,S,Stockdale,11.2,3073,2017-04-22,395000,2,1,1,166,1990,-37.6986,145.024
Reservoir,6 Joffre St,h,S,Barry,11.2,3073,2017-04-29,1025000,2,2,1,715,,-37.7302,145.0129
Reservoir,4/65 Thackeray Rd,u,S,RW,11.2,3073,2017-04-29,505000,2,1,1,110,1960,-37.7216,145.0099
Richmond,7 Berry St,h,VB,hockingstuart,2.6,3121,2017-05-06,950000,2,1,0,150,,-37.8191,144.9977
Richmond,60 Gardner St,h,S,hockingstuart,2.6,3121,2017-05-06,1110000,2,1,0,166,,-37.8172,145.0053
Richmond,49 Garfield St,t,VB,hockingstuart,2.6,3121,2017-05-06,950000,2,1,1,113,2012,-37.8119,144.9947
Richmond,4/39 Hunter St,u,S,hockingstuart,2.6,3121,2017-05-06,1226000,2,1,1,826,1996,-37.821,145.0054
Richmond,516/2 McGoun St,u,VB,Collins,2.6,3121,2017-05-06,500000,1,1,1,2044,,-37.817,144.9955
Richmond,118 Somerset St,h,S,Nelson,2.6,3121,2017-05-06,1214000,3,1,0,176,1900,-37.8162,145.006
Richmond,213/253 Bridge Rd,u,SP,Biggin,2.6,3121,2017-04-08,370000,1,1,1,3512,2011,-37.8183,144.9979
Richmond,308/633 Church St,u,SP,Biggin,2.6,3121,2017-04-08,790000,3,1,1,,1999,-37.833,144.997
Richmond,29 Gipps St,h,VB,Nelson,2.6,3121,2017-04-08,1400000,3,2,0,848,,-37.8235,144.9963
Richmond,307/18 Hull St,u,VB,Jellis,2.6,3121,2017-04-08,500000,2,1,1,,2012,-37.8175,144.9974
Richmond,1/2 Little Kent St,t,S,Fletchers,2.6,3121,2017-04-08,1090000,2,2,1,,2002,-37.8151,145.0003
Richmond,113A Richmond Tce,h,S,hockingstuart,2.6,3121,2017-04-08,1785000,3,1,0,240,1958,-37.8221,144.9964
Richmond,106/59 Stawell St,u,PI,Ray,2.6,3121,2017-04-08,560000,2,1,1,7455,2008,-37.822,145.0104
Richmond,101/27 Dickmann St,u,VB,hockingstuart,2.6,3121,2017-05-13,690000,2,2,1,760,2010,-37.825,144.9976
Richmond,43 Gardner St,h,PI,Biggin,2.6,3121,2017-05-13,1050000,2,1,0,134,1900,-37.817,145.0058
Richmond,293 Highett St,h,PI,Marshall,2.6,3121,2017-05-13,2060000,3,2,1,181,,-37.8161,145.0037
Richmond,62 Butler St,h,PI,Biggin,2.6,3121,2017-05-20,860000,2,1,0,111,,-37.8108,144.9955
Richmond,6/323 Church St,t,S,Jellis,2.6,3121,2017-05-20,1052000,3,1,2,,2010,-37.8221,144.9988
Richmond,2 Portland St,h,VB,Jellis,2.6,3121,2017-05-20,3000000,3,2,7,230,2011,-37.8213,144.9948
Richmond,3 Kimber St,h,S,Jellis,2.6,3121,2017-04-22,1330000,3,1,1,154,1900,-37.8264,145.0123
Richmond,304/253 Bridge Rd,u,S,Biggin,2.6,3121,2017-04-29,630000,2,2,1,3512,2011,-37.8183,144.9979
Richmond,30 Corsair St,h,S,Jellis,2.6,3121,2017-04-29,1210000,2,1,0,178,,-37.8226,145.0064
Richmond,2 Moore St,h,S,Biggin,2.6,3121,2017-04-29,911000,1,1,0,126,1900,-37.8259,145.0107
Richmond,57 Type St,h,S,hockingstuart,2.6,3121,2017-04-29,1590000,3,1,1,318,,-37.8225,145.0096
Rosanna,154 Grandview Gr,h,S,Fletchers,11.4,3084,2017-04-08,1380000,4,2,2,607,,-37.7334,145.0631
Rosanna,34 Haughton Pde,h,SP,Miles,11.4,3084,2017-05-13,1150000,4,1,2,672,,-37.7438,145.0769
Rosanna,35 Thomson Dr,h,S,Barry,11.4,3084,2017-05-20,1160000,4,2,2,613,,-37.7323,145.0692
Rosanna,7/4 Banyule Rd,u,S,Miles,11.4,3084,2017-04-29,615000,2,1,1,190,1980,-37.7437,145.0729
Rosanna,5 Finlayson St,h,VB,Miles,11.4,3084,2017-04-29,940000,3,2,2,581,,-37.7399,145.0681
Seddon,199 Buckley St,h,PI,Village,6.6,3011,2017-05-13,665000,2,1,0,269,1900,-37.8026,144.8882
Seddon,29 Tennyson St,h,S,Village,6.6,3011,2017-05-13,950000,3,1,0,220,1920,-37.8077,144.8883
Seddon,4 Henry St,h,S,Village,6.6,3011,2017-05-20,1085000,2,1,2,249,,-37.8052,144.8879
Seddon,3 Walter St,h,S,Jas,6.6,3011,2017-05-20,847000,3,1,1,205,,-37.8053,144.8967
Seddon,68 Windsor St,h,S,hockingstuart,6.6,3011,2017-05-20,785000,2,1,1,116,,-37.8046,144.891
South Melbourne,20 Glover St,h,S,Greg,2.1,3205,2017-05-06,2240000,3,2,1,197,1900,-37.8395,144.9489
South Melbourne,28 Nelson Pl,h,PI,Marshall,2.1,3205,2017-05-06,2050000,3,2,1,230,,-37.8373,144.9527
South Melbourne,8/192 Cecil St,u,S,hockingstuart,2.1,3205,2017-04-08,460000,1,1,1,,1970,-37.8344,144.9581
South Melbourne,5 Park Pl,u,VB,hockingstuart,2.1,3205,2017-04-08,650000,2,1,0,438,1900,-37.8353,144.9599
South Melbourne,24B Dow St,t,S,Marshall,2.1,3205,2017-05-13,1100000,2,1,1,327,2004,-37.8351,144.964
